DateTime of Tweet,Replying to,Tweet,Likes,Retweet,Image
14/11/2022 09:53:28,0,"- Ya nos están avisando de arriba , se viene un largo invierno en el ecosistema crypto.  @elonmusk -Pronto llegarán buenas entradas y oportunidades  para posicionarnos, siempre usando DCA.#BTC Caerá su Precio, pero nunca su Valor.",1,1,
14/11/2022 08:41:53,0,"Musk: ""Los cohetes permitirán ir de una punta a otra del mundo en 45 minutos""",0,0,
14/11/2022 09:54:34,0,Bajo la administración de Elon Musk ya ha sido despedido el 80% de los empleados de Twitter,0,0,
14/11/2022 06:42:49,0,"Elon Musk: Las lanzaderas espaciales pueden convertir a la humanidad en ""una especie multiplanetaria""",0,0,
14/11/2022 08:07:56,116,"Elon Musk: ''#BTC will make it, but might be a long winter''",711,89,
14/11/2022 09:40:03,0,Elon Musk on #bitcoin,5,1,https://pbs.twimg.com/media/Fhg9XCSWQAEuIc-?format=jpg&name=small
14/11/2022 08:06:51,2,Saving $TSLA is also your responsibility after selling billions of $TSLA stock. We are buying and buying and you are keep selling and selling. We only have money to buy 0.1 millions maybe but you have billions to sell. And we only loosing our money at this point.,6,2,
13/11/2022 15:57:37,72,"If you had got some of the biggest calls of the pandemic embarrassingly and dangerously wrong (Musk claimed Covid would be gone by April 2020, he claimed kids were ""essentially immune"" to it, etc), would you have the nerve to mock other people for their masks?",2289,343,
14/11/2022 09:56:00,13,Musk’s closure of Twitter Africa office unfortunate – Akufo-Addo | Starr Fm,112,14,
14/11/2022 07:14:38,1,Complete Chat of Miss Elona Musk on #BTC .,5,1,https://pbs.twimg.com/media/FhgcGCgXkAAEAKJ?format=jpg&name=900x900
14/11/2022 07:54:06,10,"So anyway, I’m back.Where were you these past four months, I hear you ask. Good question.Deplatformed, cancelled… call it what you like. I was removed by some crusading Twitter worker who is now either unemployed or crying because Musk makes them pay for their own lunch.",64,9,
14/11/2022 09:24:20,20,Verified account dey Dm and comment section dey beg for follow back. Elon Musk y3 forken,150,57,
14/11/2022 08:45:20,20,Elon Musk says 'I have too much work on my plate' http://reut.rs/3ErOUhE,71,30,https://pbs.twimg.com/media/Fhgw3gnWQAA9p5D?format=jpg&name=small
14/11/2022 09:58:47,1,i just remembered elon musk is my memoji,2,0,
14/11/2022 09:19:33,7,Gh Twitter verification league.Nana aba fc - 2elon musk - 1000,175,40,
14/11/2022 10:00:09,79,SpaceX Starlink bought a tiny – not large – ad package to test effectiveness of Twitter advertising in Australia & Spain. Did same for FB/Insta/Google.,355,53,
14/11/2022 08:14:34,1,"Hey @elonmusk, you bought twitter, are you interested in buying @CheemsInu again?",1,1,
14/11/2022 09:24:23,6,elon musk after reading this tweet,14,0,
14/11/2022 08:21:12,7,"Musk is optimistic about bitcoin, but according to him, it needs to undergo a long bear market. #Btc gmi",23,1,
14/11/2022 10:08:32,0,#BTC will make it-@elonmusk,1,0,
14/11/2022 09:06:47,268,"JUST IN: Elon Musk says, ""#BTC will make it, but might be a long winter.""",4948,722,
14/11/2022 09:28:52,3,#Twitter next updates…@Twitter @elonmusk,4,48,https://pbs.twimg.com/media/Fhg6089VsAA1C5x?format=jpg&name=small
14/11/2022 08:46:29,10,I have too much work on my plate — Elon Musk,226,16,
14/11/2022 10:05:37,305,Umm … no,1613,128,
14/11/2022 07:15:13,1,Complete Chat of Miss Elona Musk on #BTC  .,2,1,https://pbs.twimg.com/media/FhgcOh1WAAQKF6j?format=jpg&name=900x900
14/11/2022 06:40:25,393,That goes without saying,2984,324,
14/11/2022 09:20:10,5,"Elon Musk says Bitcoin will make it, but there is a ""but"" #cryptocurrencies #crypto #elonmusk #bitcoin #btc $btc",20,4,
14/11/2022 10:16:51,0,I joined twitter because Elon Musk did. @elonmusk,0,0,
14/11/2022 08:56:42,2,CZ & Elon Musk are trying to give confidence to the industry builders/players#BTC,2,0,https://pbs.twimg.com/media/FhgzduKUoAA9pd6?format=jpg&name=360x360
14/11/2022 09:14:45,4,"learning to hack rn in class, better sleep with one eye open elon musk!",9,1,
14/11/2022 07:57:42,1,Why the hell Twitter refreshes itself randomly. I have to relocate the tweet I was reading all the time. Take my 8$ and fix this Elon Musk.,5,0,
14/11/2022 07:44:40,253,Comments in this thread had me rofl,2499,113,
14/11/2022 07:36:13,18,Tesla CEO Elon Musk tells G20 forum he has ‘too much work’ since buying Twitter for $44 billion http://aje.io/jc949q,150,45,https://pbs.twimg.com/media/FhgfmI5XkAEsonh?format=jpg&name=small
